,Datum,Wohnungsart,Zimmeranzahl,Wohnungsgrösse_m2,Verkaufspreis,Wohnungs_Adresse,Kanton,Latitude/Longitude
0,2022-11-23,Neubau,4.5,92,635000,"Vordergasse 8, 3858 Hofstetten b. Brienz, BE",BE,"(None, None)"
1,2022-11-23,Neubau,4.5,92,630000,"Vordergasse 8, 3858 Hofstetten b. Brienz, BE",BE,"(None, None)"
2,2022-11-23,Neubau,3.5,92,614000,"Hendschikerstrasse 14, 5600 Ammerswil AG, AG",AG,"(47.37189935, 8.20947068511993)"
3,2022-11-23,Neubau,4.5,122,1290000,"1180 Tartegnin, VD",VD,"(46.4666552, 6.3156804)"
4,2022-11-23,Neubau,5.5,130,0,"1820 Montreux, VD",VD,"(46.4311352006689, 6.915873086287625)"
5,2022-11-23,Neubau,3.5,82,685000,"Nelkenstrasse 16, 4410 Liestal, BL",BL,"(47.4829419, 7.7407174)"
6,2022-11-23,Neubau,4.5,78,560000,"Vordergasse 6, 3858 Hofstetten b. Brienz, BE",BE,"(None, None)"
7,2022-11-23,Neubau,3.5,78,565000,"Vordergasse 6, 3858 Hofstetten b. Brienz, BE",BE,"(None, None)"
8,2022-11-23,Neubau,4.5,125,1415000,"Barbaraweg 7, 5000 Aarau, AG",AG,"(47.39091045, 8.06379355)"
9,2022-11-23,Neubau,3.5,99,1115000,"Barbaraweg 7, 5000 Aarau, AG",AG,"(47.39091045, 8.06379355)"
10,2022-11-23,Neubau,4.5,125,1260000,"Barbaraweg 7, 5000 Aarau, AG",AG,"(47.39091045, 8.06379355)"
11,2022-11-23,Neubau,3.5,99,995000,"Barbaraweg 7, 5000 Aarau, AG",AG,"(47.39091045, 8.06379355)"
12,2022-11-23,Neubau,5.5,137,1890000,"Barbaraweg 7, 5000 Aarau, AG",AG,"(47.39091045, 8.06379355)"
13,2022-11-23,Neubau,4.5,143,1320000,"Ringstrasse 1a, 2560 Nidau, BE",BE,"(47.1229905, 7.2503489)"
14,2022-11-23,Neubau,2.5,83,670000,"Ringstrasse 1a, 2560 Nidau, BE",BE,"(47.1229905, 7.2503489)"
15,2022-11-23,Neubau,2.5,96,770000,"Ringstrasse 1b, 2560 Nidau, BE",BE,"(None, None)"
16,2022-11-23,Neubau,2.5,83,650000,"Ringstrasse 1a, 2560 Nidau, BE",BE,"(47.1229905, 7.2503489)"
17,2022-11-23,Neubau,4.5,118,625000,"Route de chippis 68A, 1967 Bramois, VS",VS,"(46.2371567, 7.4037899)"
18,2022-11-23,Neubau,3.5,111,895000,"Rebgasse 100, 2540 Grenchen, SO",SO,"(47.2022472, 7.3983667)"
19,2022-11-23,Neubau,1.5,48,420000,"Rütiweg 2, 3072 Ostermundigen, BE",BE,"(46.9588264, 7.5004636)"
20,2022-11-23,Neubau,3.5,113,1100000,"Rütiweg 2, 3072 Ostermundigen, BE",BE,"(46.9588264, 7.5004636)"
21,2022-11-23,Neubau,2.5,75,620000,"Rütiweg 2, 3072 Ostermundigen, BE",BE,"(46.9588264, 7.5004636)"
22,2022-11-23,Neubau,4.5,129,1055000,"Rebgasse 102, 2540 Grenchen, SO",SO,"(47.2022472, 7.3983667)"
23,2022-11-23,Neubau,4.5,110,1445000,"Sonnhalde, 6354 Vitznau, LU",LU,"(None, None)"
24,2022-11-23,Neubau,4.5,92,635000,"Vordergasse 8, 3858 Hofstetten b. Brienz, BE",BE,"(None, None)"
25,2022-11-23,Neubau,4.5,92,630000,"Vordergasse 8, 3858 Hofstetten b. Brienz, BE",BE,"(None, None)"
26,2022-11-23,Neubau,3.5,92,614000,"Hendschikerstrasse 14, 5600 Ammerswil AG, AG",AG,"(47.37189935, 8.20947068511993)"
27,2022-11-23,Neubau,4.5,122,1290000,"1180 Tartegnin, VD",VD,"(46.4666552, 6.3156804)"
28,2022-11-23,Neubau,5.5,130,0,"1820 Montreux, VD",VD,"(46.4311352006689, 6.915873086287625)"
29,2022-11-23,Neubau,3.5,82,685000,"Nelkenstrasse 16, 4410 Liestal, BL",BL,"(47.4829419, 7.7407174)"
30,2022-11-23,Neubau,4.5,78,560000,"Vordergasse 6, 3858 Hofstetten b. Brienz, BE",BE,"(None, None)"
31,2022-11-23,Neubau,3.5,78,565000,"Vordergasse 6, 3858 Hofstetten b. Brienz, BE",BE,"(None, None)"
32,2022-11-23,Neubau,4.5,125,1415000,"Barbaraweg 7, 5000 Aarau, AG",AG,"(47.39091045, 8.06379355)"
33,2022-11-23,Neubau,3.5,99,1115000,"Barbaraweg 7, 5000 Aarau, AG",AG,"(47.39091045, 8.06379355)"
34,2022-11-23,Neubau,4.5,125,1260000,"Barbaraweg 7, 5000 Aarau, AG",AG,"(47.39091045, 8.06379355)"
35,2022-11-23,Neubau,3.5,99,995000,"Barbaraweg 7, 5000 Aarau, AG",AG,"(47.39091045, 8.06379355)"
36,2022-11-23,Neubau,5.5,137,1890000,"Barbaraweg 7, 5000 Aarau, AG",AG,"(47.39091045, 8.06379355)"
37,2022-11-23,Neubau,4.5,143,1320000,"Ringstrasse 1a, 2560 Nidau, BE",BE,"(47.1229905, 7.2503489)"
38,2022-11-23,Neubau,2.5,83,670000,"Ringstrasse 1a, 2560 Nidau, BE",BE,"(47.1229905, 7.2503489)"
39,2022-11-23,Neubau,2.5,96,770000,"Ringstrasse 1b, 2560 Nidau, BE",BE,"(None, None)"
40,2022-11-23,Neubau,2.5,83,650000,"Ringstrasse 1a, 2560 Nidau, BE",BE,"(47.1229905, 7.2503489)"
41,2022-11-23,Neubau,4.5,118,625000,"Route de chippis 68A, 1967 Bramois, VS",VS,"(46.2371567, 7.4037899)"
42,2022-11-23,Neubau,3.5,111,895000,"Rebgasse 100, 2540 Grenchen, SO",SO,"(47.2022472, 7.3983667)"
43,2022-11-23,Neubau,1.5,48,420000,"Rütiweg 2, 3072 Ostermundigen, BE",BE,"(46.9588264, 7.5004636)"
44,2022-11-23,Neubau,3.5,113,1100000,"Rütiweg 2, 3072 Ostermundigen, BE",BE,"(46.9588264, 7.5004636)"
45,2022-11-23,Neubau,2.5,75,620000,"Rütiweg 2, 3072 Ostermundigen, BE",BE,"(46.9588264, 7.5004636)"
46,2022-11-23,Neubau,4.5,129,1055000,"Rebgasse 102, 2540 Grenchen, SO",SO,"(47.2022472, 7.3983667)"
47,2022-11-23,Neubau,4.5,110,1445000,"Sonnhalde, 6354 Vitznau, LU",LU,"(None, None)"
48,2022-11-23,Neubau,3.5,104,870000,"Dorfstrasse, 8166 Niederweningen, ZH",ZH,"(47.5055553, 8.3777203)"
49,2022-11-23,Neubau,4.5,117,960000,"Dorfstrasse, 8166 Niederweningen, ZH",ZH,"(47.5055553, 8.3777203)"
50,2022-11-23,Neubau,5.5,202,2450000,"Bärenbrunnenweg 1-33, 4144 Arlesheim, BL",BL,"(47.4889867, 7.6222216)"
51,2022-11-23,Neubau,3.5,80,805000,"1136 Bussy-Chardonney, VD",VD,"(46.529449, 6.4418820666666665)"
52,2022-11-23,Neubau,3.5,109,1120000,"Bärenbrunnenweg 1-33, 4144 Arlesheim, BL",BL,"(47.4889867, 7.6222216)"
53,2022-11-23,Neubau,4.5,130,1045000,"Reitistrasse 32, 8322 Madetswil, ZH",ZH,"(47.412368099999995, 8.790488399999997)"
54,2022-11-23,Neubau,3.5,75,0,"Rue Gambetta 18, 1820 Montreux, VD",VD,"(46.4404178, 6.8958601)"
55,2022-11-23,Neubau,5.5,160,1255000,"Sandacker 19, 5103 Möriken AG, AG",AG,"(47.4182587, 8.1823535)"
56,2022-11-23,Neubau,5.5,147,1390000,"Neubrückstrasse 11, 2555 Brügg BE, BE",BE,"(47.1215316, 7.278944632721537)"
57,2022-11-23,Neubau,4.5,137,850000,"Kreuzäcker 13, 5637 Beinwil (Freiamt), AG",AG,"(47.2312297, 8.34292469889572)"
58,2022-11-23,Neubau,4.5,122,1015000,"Reitistrasse 32, 8322 Madetswil, ZH",ZH,"(47.412368099999995, 8.790488399999997)"
59,2022-11-23,Neubau,3.5,108,795000,"Reitistrasse 32/34, 8322 Madetswil, ZH",ZH,"(47.4165318, 8.7933806)"
60,2022-11-23,Neubau,3.5,72,385000,"Friloweg, 4950 Huttwil, BE",BE,"(47.1169193, 7.8376391)"
61,2022-11-23,Neubau,5.5,185,1750000,"Rinikerstrasse 27, 5222 Umiken, AG",AG,"(47.485028650000004, 8.193180895348902)"
62,2022-11-23,Neubau,5.5,155,1650000,"Rinikerstrasse 27, 5222 Umiken, AG",AG,"(47.485028650000004, 8.193180895348902)"
63,2022-11-23,Neubau,3.5,75,514000,"Rue de Bourgogne 17, 2525 Le Landeron, NE",NE,"(47.0561435, 7.0631177)"
