Datum,Wohnungsart,Zimmeranzahl,Wohnungsgrösse_m2,Verkaufspreis,Wohnungs_Adresse
2022-12-11,n/a,"2,5 Zimmer",71 m²,CHF 500 000.—,"Bahnhofstrasse 36, 5605 Dottikon, AG"
2022-12-11,n/a,"4,5 Zimmer",127 m²,CHF 695 000.—,"Hägendorfstrasse 3, 4616 Kappel SO, SO"
2022-12-11,Neubau,"4,5 Zimmer",115 m²,CHF 750 000.—,"Hauptstrasse 64, 8269 Fruthwilen, TG"
2022-12-11,n/a,"4,5 Zimmer",120 m²,CHF 1 330 000.—,"Seebüelstrasse 7, 8185 Winkel, ZH"
2022-12-11,n/a,"5,5 Zimmer",110 m²,CHF 590 000.—,"Oberer Quai 104, 2503 Biel/Bienne, BE"
2022-12-11,n/a,6 Zimmer,161 m²,CHF 770 000.—,"Scheunerweg 30, 3063 Ittigen, BE"
2022-12-11,Neubau,3 Zimmer,95 m²,CHF 750 000.—,"Via Pree 8, 6900 Lugano, TI"
2022-12-11,n/a,"3,5 Zimmer",155 m²,CHF 990 000.—,"Via alla Rocca 2, 6600 Locarno, TI"
2022-12-11,n/a,"2,5 Zimmer",40 m²,CHF 360 000.—,"3906 Saas-Fee, VS"
2022-12-11,n/a,"3,5 Zimmer",51 m²,CHF 435 000.—,"3906 Saas-Fee, VS"
2022-12-11,Neubau,"4,5 Zimmer",92 m²,CHF 665 000.—,"Vordergasse 8, 3858 Hofstetten b. Brienz, BE"
2022-12-11,Neubau,"4,5 Zimmer",92 m²,CHF 645 000.—,"Vordergasse 8, 3858 Hofstetten b. Brienz, BE"
2022-12-11,n/a,"5,5 Zimmer",150 m²,CHF 1 290 000.—,"Intre-Chè 1, Le Mouret, 1700 Fribourg, FR"
2022-12-11,n/a,"3,5 Zimmer",75 m²,CHF 560 000.—,"Bahnhofstrasse 10, 3661 Uetendorf, BE"
2022-12-11,n/a,"6,5 Zimmer",n/a,CHF 179 000.—,"Fischerbielstrasse  33, 3938 Ausserberg, VS"
2022-12-11,n/a,"4,5 Zimmer",135 m²,CHF 1 600 000.—,"chemin de la viane 80, 1052 Le Mont-sur-Lausanne, VD"
2022-12-11,n/a,"4,5 Zimmer",117 m²,CHF 795 000.—,"5036 Oberentfelden, AG"
2022-12-11,n/a,"5,5 Zimmer",134 m²,CHF 1 100 000.—,"5102 Rupperswil, AG"
2022-12-11,n/a,"4,5 Zimmer",134 m²,CHF 950 000.—,"6422 Steinen, SZ"
2022-12-11,n/a,"4,5 Zimmer",134 m²,CHF 935 000.—,"Unterer Kanalweg 11, 3252 Worben, BE"
2022-12-11,n/a,"2,5 Zimmer",59 m²,CHF 450 000.—,"Heinestrasse 26, 9008 St. Gallen, SG"
2022-12-11,n/a,"4,5 Zimmer",116 m²,CHF 750 000.—,"Julia Gauss-Strasse 15, 4056 Basel, BS"
2022-12-11,n/a,"4,5 Zimmer",105 m²,CHF 790 000.—,"Hauptstrasse 50, 4302 Augst BL, BL"
2022-12-11,n/a,"3,5 Zimmer",83 m²,CHF 395 000.—,"Untere Hardmatten 10, 4653 Obergösgen, SO"
2022-12-11,n/a,"3,5 Zimmer",80 m²,CHF 680 000.—,"Strada ai Boschi 46, 6991 Neggio, TI"
2022-12-11,n/a,"3,5 Zimmer",95 m²,CHF 668 000.—,"Unterdorfstrasse 9, 5607 Hägglingen, AG"
2022-12-11,n/a,"4,5 Zimmer",116 m²,CHF 778 000.—,"Unterdorfstrasse 9, 5607 Hägglingen, AG"
2022-12-11,n/a,"3,5 Zimmer",150 m²,CHF 2 565 000.—,"Via Verbano 9, 6648 Minusio, TI"
2022-12-11,n/a,"3,5 Zimmer",132 m²,CHF 885 000.—,"Untere Grundgasse 7, 9500 Wil SG, SG"
2022-12-11,n/a,"4,5 Zimmer",150 m²,CHF 1 025 000.—,"Untere Grundgasse 7, 9500 Wil SG, SG"
2022-12-11,n/a,"3,5 Zimmer",116 m²,CHF 795 000.—,"Grundweg 11, 9500 Wil SG, SG"
2022-12-11,n/a,"5,5 Zimmer",123 m²,CHF 965 000.—,"Avenue Reller 32, 1804 Corsier-sur-Vevey, VD"
2022-12-11,n/a,"1,5 Zimmer",34 m²,CHF 190 000.—,"3930 Visp, VS"
2022-12-11,Neubau,"4,5 Zimmer",78 m²,CHF 560 000.—,"Vordergasse 6, 3858 Hofstetten b. Brienz, BE"
2022-12-11,n/a,"3,5 Zimmer",111 m²,CHF 779 000.—,"Benkenstrasse 22, 4153 Reinach BL, BL"
2022-12-11,n/a,"6,5 Zimmer",158 m²,CHF 1 139 000.—,"Benkenstrasse 22, 4153 Reinach BL, BL"
2022-12-11,n/a,"6,5 Zimmer",158 m²,CHF 1 080 000.—,"Benkenstrasse 22, 4153 Reinach BL, BL"
2022-12-11,n/a,"4,5 Zimmer",122 m²,CHF 670 000.—,"Stettemerstrasse 50, 8207 Schaffhausen, SH"
2022-12-11,n/a,"4,5 Zimmer",123 m²,CHF 990 000.—,"1950 Sion, VS"
2022-12-11,n/a,"4,5 Zimmer",113 m²,CHF 750 000.—,"Hauptstrasse 43, 3800 Unterseen, BE"
2022-12-11,n/a,"3,5 Zimmer",260 m²,CHF 4 500 000.—,"Via Privata Maraini 2a, 6942 Savosa, TI"
2022-12-11,n/a,"3,5 Zimmer",102 m²,CHF 622 750.—,"3960 Sierre, VS"
2022-12-11,n/a,"4,5 Zimmer",114 m²,CHF 970 000.—,"Im See 10, 8187 Weiach, ZH"
2022-12-11,n/a,"3,5 Zimmer",75 m²,CHF 547 000.—,"Siebenmatten 49, 5032 Aarau Rohr, AG"
2022-12-11,n/a,"4,5 Zimmer",125 m²,CHF 1 306 000.—,"Meierhofstrasse 15, 5400 Baden, AG"
2022-12-11,n/a,"5,5 Zimmer",212 m²,CHF 1 449 000.—,"1950 Sion, VS"
2022-12-11,n/a,"4,5 Zimmer",109 m²,CHF 1 095 000.—,"Maulbeerstrasse 12, 4058 Basel, BS"
2022-12-11,Neubau,1 Zimmer,42 m²,CHF 77 000.—,"1200 Genève, GE"
2022-12-11,Neubau,1 Zimmer,42 m²,CHF 77 000.—,"8000 Zürich, ZH"
2022-12-11,n/a,"5,5 Zimmer",180 m²,CHF 650 000.—,"Via Valle Maggia 57, 6600 Solduno, TI"
2022-12-11,n/a,"3,5 Zimmer",100 m²,CHF 860 000.—,"Via Alfredo Pioda 56, 6600 Solduno, TI"
2022-12-11,n/a,"5,5 Zimmer",187 m²,CHF 890 000.—,"Via Vallemaggia 151, 6600 Solduno, TI"
2022-12-11,n/a,"3,5 Zimmer",88 m²,CHF 890 000.—,"Hinterbergstrasse 10, 8604 Volketswil, ZH"
2022-12-11,n/a,"2,5 Zimmer",77 m²,CHF 645 000.—,"Untere Grundgasse 9, 9500 Wil SG, SG"
2022-12-11,n/a,"3,5 Zimmer",120 m²,CHF 850 000.—,"Untere Grundgasse 7, 9500 Wil SG, SG"
2022-12-11,n/a,"4,5 Zimmer",175 m²,CHF 1 625 000.—,"Untere Grundgasse 9, 9500 Wil SG, SG"
2022-12-11,n/a,"5,5 Zimmer",173 m²,CHF 1 145 000.—,"Untere Grundgasse 8, 9500 Wil SG, SG"
2022-12-11,n/a,"4,5 Zimmer",155 m²,CHF 970 000.—,"Untere Grundgasse 9, 9500 Wil SG, SG"
2022-12-11,n/a,"3,5 Zimmer",160 m²,CHF 1 375 000.—,"Untere Grundgasse 7, 9500 Wil SG, SG"
2022-12-11,n/a,"4,5 Zimmer",180 m²,CHF 1 585 000.—,"Untere Grundgasse 8, 9500 Wil SG, SG"
2022-12-11,n/a,"4,5 Zimmer",n/a,CHF 590 000.—,"Neuenburgerstrasse 4, 5004 Aarau, AG"
2022-12-11,n/a,"3,5 Zimmer",50 m²,CHF 198 000.—,"Finnu, 3939 Eggerberg, VS"
2022-12-11,n/a,3 Zimmer,87 m²,CHF 1 100 000.—,"Rossweidstrasse 1, 7270 Davos Platz, GR"
2022-12-11,Neubau,3 Zimmer,106 m²,CHF 850 000.—,"Via Franco Zorzi 4, 6900 Paradiso, TI"
2022-12-11,n/a,"3,5 Zimmer",88 m²,CHF 990 000.—,"Bleicherweg 21, 4102 Binningen, BL"
2022-12-11,n/a,"4,5 Zimmer",144 m²,CHF 820 000.—,"Laurenz-Custer-Strasse 2, 9424 Rheineck, SG"
2022-12-11,n/a,"5,5 Zimmer",103 m²,CHF 680 000.—,"Stationsstrasse 54, 3626 Hünibach, BE"
2022-12-11,n/a,"4,5 Zimmer",102 m²,CHF 690 000.—,"Stationsstrasse 54, 3626 Hünibach, BE"
2022-12-11,n/a,"4,5 Zimmer",135 m²,CHF 1 195 000.—,"3904 Naters, VS"
2022-12-11,n/a,"4,5 Zimmer",124 m²,CHF 620 000.—,"Hauptstrasse 48a, 2554 Meinisberg, BE"
2022-12-11,n/a,"5,5 Zimmer",181 m²,CHF 1 260 000.—,"Witackergasse 11, 8887 Mels, SG"
2022-12-11,n/a,"5,5 Zimmer",129 m²,CHF 878 000.—,"Rüttistrasse 6, 3052 Zollikofen, BE"
2022-12-11,n/a,"5,5 Zimmer",147 m²,CHF 995 000.—,"Mattenweg 17, 5702 Niederlenz, AG"
2022-12-11,n/a,"4,5 Zimmer",123 m²,CHF 990 000.—,"1950 Sion, VS"
2022-12-11,Neubau,"3,5 Zimmer",n/a,CHF 596 000.—,"Dorfstrasse 16a, 3436 Zollbrück, BE"
2022-12-11,n/a,"5,5 Zimmer",200 m²,CHF 790 000.—,"3960 Sierre, VS"
2022-12-11,n/a,"4,5 Zimmer",110 m²,CHF 530 000.—,"Mattenweg 27, 2557 Studen BE, BE"
2022-12-11,n/a,"4,5 Zimmer",127 m²,CHF 1 020 000.—,"Via Giovanni Nizzola 10, 6500 Bellinzona, TI"
2022-12-11,n/a,"3,5 Zimmer",80 m²,CHF 455 000.—,"Hauentalstrasse 169, 8200 Schaffhausen, SH"
2022-12-11,n/a,"4,5 Zimmer",108 m²,CHF 1 790 000.—,"Quadrellas 60, 7503 Samedan, GR"
2022-12-11,n/a,"3,5 Zimmer",77 m²,CHF 590 000.—,"Rehetobelstrasse 39, 9000 St. Gallen, SG"
2022-12-11,n/a,"4,5 Zimmer",128 m²,CHF 815 000.—,"Kappelerstrasse 8, 8500 Frauenfeld, TG"
2022-12-11,n/a,"3,5 Zimmer",81 m²,CHF 460 000.—,"Galmizstrasse 44, 3216 Ried b. Kerzers, FR"
2022-12-11,n/a,"3,5 Zimmer",98 m²,CHF 565 000.—,"Vorderer Schermen 4, 3063 Ittigen, BE"
2022-12-11,n/a,"2,5 Zimmer",66 m²,CHF 580 000.—,"Via Stazione 14, 6900 Lugano, TI"
2022-12-11,n/a,"6,5 Zimmer",160 m²,CHF 1 650 000.—,"Egelbergstrasse 17, 3006 Bern, BE"
2022-12-11,n/a,"5,5 Zimmer",116 m²,CHF 1 107 000.—,"Dättwilerstrasse 46, 5400 Baden, AG"
2022-12-11,n/a,"1,5 Zimmer",72 m²,CHF 470 000.—,"Dättwilerstrasse 46, 5405 Dättwil AG, AG"
2022-12-11,n/a,"4,5 Zimmer",101 m²,CHF 1 058 000.—,"Dättwilerstrasse 46, 5405 Dättwil AG, AG"
2022-12-11,n/a,"3,5 Zimmer",85 m²,CHF 485 000.—,"Hofacherstrasse 4, 5417 Untersiggenthal, AG"
2022-12-11,n/a,"4,5 Zimmer",105 m²,CHF 650 000.—,"Freienwilerstrasse 19, 5420 Ehrendingen, AG"
2022-12-11,n/a,"4,5 Zimmer",124 m²,CHF 1 595 000.—,"Dättwilerstrasse 46, 5400 Baden, AG"
2022-12-11,n/a,3 Zimmer,60 m²,CHF 890 000.—,"Brinerstrasse 10, 8003 Zürich, ZH"
2022-12-11,n/a,1 Zimmer,44 m²,EUR 84 000.—,"1200 Genève, GE"
2022-12-11,n/a,1 Zimmer,44 m²,EUR 84 000.—,"8000 Zürich, ZH"
2022-12-11,n/a,"4,5 Zimmer",160 m²,CHF 1 990 000.—,"Vicolo Motto di Lena 2, 6648 Minusio, TI"
2022-12-11,n/a,"5,5 Zimmer",105 m²,CHF 750 000.—,"Spitalweg 2, 4125 Riehen, BS"
2022-12-11,n/a,"4,5 Zimmer",126 m²,CHF 760 000.—,"Bruggwaldstrasse 76, 9008 St. Gallen, SG"
2022-12-11,n/a,"3,5 Zimmer",91 m²,CHF 695 000.—,"Via Vincenzo D'Alberti 5a, 6600 Locarno, TI"
2022-12-11,n/a,"4,5 Zimmer",111 m²,CHF 1 290 000.—,"Avenue de Morges 119 A, 1004 Lausanne, VD"
2022-12-11,n/a,"4,5 Zimmer",170 m²,CHF 1 950 000.—,"Via Orselina 4, 6600 Muralto, TI"
2022-12-11,n/a,"4,5 Zimmer",146 m²,CHF 1 350 000.—,"Hauptstrasse 45, 4144 Arlesheim, BL"
2022-12-11,n/a,"4,5 Zimmer",118 m²,CHF 1 570 000.—,"Dorfmatt 11, 6340 Baar, ZG"
2022-12-11,n/a,"4,5 Zimmer",116 m²,CHF 790 000.—,"Schatzacher 8, 2564 Bellmund, BE"
2022-12-11,n/a,2 Zimmer,58 m²,CHF 680 000.—,"Talstrasse 37, 7270 Davos Platz, GR"
2022-12-11,n/a,4 Zimmer,80 m²,CHF 650 000.—,"Angensteinerstrasse 26, 4153 Reinach BL, BL"
2022-12-11,n/a,"6,5 Zimmer",184 m²,CHF 1 649 000.—,"Hauptstrasse 92, 4147 Aesch BL, BL"
2022-12-11,n/a,"4,5 Zimmer",150 m²,CHF 590 000.—,"Hünikenstrasse 7, 4554 Etziken, SO"
2022-12-11,n/a,"4,5 Zimmer",116 m²,CHF 425 000.—,"Aeschistrasse 55, 3362 Niederönz, BE"
2022-12-11,n/a,"4,5 Zimmer",185 m²,CHF 2 980 000.—,"Spinnereiplatz 1, 8041 Zürich, ZH"
2022-12-11,n/a,"4,5 Zimmer",125 m²,CHF 770 000.—,"Rue des Pommiers 24a Pont-de-la-Morge, 1950 Sion, VS"
2022-12-11,n/a,"4,5 Zimmer",140 m²,CHF 1 020 000.—,"Schulhausstrasse 2, 3600 Thun, BE"
2022-12-11,n/a,"5,5 Zimmer",185 m²,CHF 1 628 000.—,"Chemin des Amandiers 65, 1950 Sion, VS"
2022-12-11,n/a,"3,5 Zimmer",140 m²,CHF 950 000.—,"Flugbrunnenstrasse 19, 3065 Bolligen, BE"
2022-12-11,n/a,"4,5 Zimmer",100 m²,CHF 549 000.—,"Brühlstrasse 109, 9320 Arbon, TG"
2022-12-11,n/a,"5,5 Zimmer",131 m²,CHF 720 000.—,"Gartenstrasse 1, 8212 Neuhausen am Rheinfall, SH"
2022-12-11,n/a,"4,5 Zimmer",96 m²,CHF 660 000.—,"Zuberweg 12, 3608 Thun, BE"
2022-12-11,n/a,"3,5 Zimmer",88 m²,CHF 625 000.—,"Rütmattstrasse 14, 5004 Aarau, AG"
2022-12-11,n/a,"4,5 Zimmer",134 m²,CHF 1 780 000.—,"Blauensteinerstrasse 32, 4053 Basel, BS"
2022-12-11,n/a,"2,5 Zimmer",80 m²,CHF 490 000.—,"Gigeweg 5, 8213 Neunkirch, SH"
2022-12-11,n/a,"4,5 Zimmer",103 m²,CHF 480 000.—,"Milchgasse 16, 5703 Seon, AG"
2022-12-11,Neubau,"4,5 Zimmer",164 m²,CHF 2 650 000.—,"Hechtweg 10, 3645 Gwatt (Thun), BE"
2022-12-11,Neubau,"4,5 Zimmer",163 m²,CHF 2 500 000.—,"Hechtweg 10, 3645 Gwatt (Thun), BE"
2022-12-11,n/a,"5,5 Zimmer",217 m²,CHF 895 000.—,"Emmenau 6, 3415 Hasle b. Burgdorf, BE"
2022-12-11,n/a,"3,5 Zimmer",65 m²,CHF 525 000.—,"6992 Vernate, TI"
2022-12-11,n/a,7 Zimmer,160 m²,CHF 1 410 000.—,"6816 Bissone, TI"
2022-12-11,n/a,"3,5 Zimmer",70 m²,CHF 399 000.—,"6702 Claro, TI"
2022-12-11,n/a,"5,5 Zimmer",172 m²,CHF 1 105 000.—,"1950 Sion, VS"
2022-12-11,n/a,"3,5 Zimmer",110 m²,CHF 510 000.—,"1957 Ardon, VS"
2022-12-11,n/a,"2,5 Zimmer",60 m²,CHF 414 000.—,"1958 Uvrier, VS"
2022-12-11,n/a,"4,5 Zimmer",90 m²,CHF 345 000.—,"1926 Fully, VS"
2022-12-11,n/a,"3,5 Zimmer",75 m²,CHF 399 000.—,"1907 Saxon, VS"
2022-12-11,n/a,"4,5 Zimmer",140 m²,CHF 950 000.—,"Gerberngasse 3, 3600 Thun, BE"
2022-12-11,n/a,"4,5 Zimmer",136 m²,CHF 1 040 000.—,"Rüchligstrasse 8, 8155 Nassenwil, ZH"
2022-12-11,n/a,"2,5 Zimmer",52 m²,CHF 550 000.—,"Chemin du Liaudoz 64A, 1009 Pully, VD"
2022-12-11,n/a,"3,5 Zimmer",110 m²,CHF 1 550 000.—,"Lungolago Giuseppe Motta 2, 6815 Melide, TI"
2022-12-11,n/a,"4,5 Zimmer",114 m²,CHF 660 000.—,"3960 Sierre, VS"
2022-12-11,n/a,"5,5 Zimmer",137 m²,CHF 949 000.—,"Buechetellenweg 9B, 8240 Thayngen, SH"
2022-12-11,n/a,"4,5 Zimmer",122 m²,CHF 680 000.—,"L'Ere di Canòvo 3, 6702 Claro, TI"
2022-12-11,n/a,"3,5 Zimmer",76 m²,CHF 565 000.—,"Neugasse 4, 4552 Derendingen, SO"
2022-12-11,n/a,5 Zimmer,160 m²,CHF 2 195 000.—,"1202 Genève, GE"
2022-12-11,n/a,"4,5 Zimmer",123 m²,CHF 990 000.—,"1950 Sion, VS"
2022-12-11,n/a,"5,5 Zimmer",224 m²,CHF 1 449 000.—,"1950 Sion, VS"
2022-12-11,n/a,5 Zimmer,147 m²,CHF 840 000.—,"1920 Martigny, VS"
2022-12-11,n/a,"4,5 Zimmer",121 m²,CHF 880 000.—,"Martisackerweg 29, 4203 Grellingen, BL"
2022-12-11,n/a,"3,5 Zimmer",90 m²,CHF 864 000.—,"Dättwilerstrasse 46, 5400 Baden, AG"
2022-12-11,n/a,"3,5 Zimmer",93 m²,CHF 765 000.—,"Im Hofacher  3, 4461 Böckten, BL"
2022-12-11,n/a,"3,5 Zimmer",74 m²,CHF 565 000.—,"Bollmoosweg 12, 5610 Wohlen AG, AG"
2022-12-11,n/a,5 Zimmer,95 m²,CHF 540 000.—,"Vogelsang 58, 2502 Biel/Bienne, BE"
2022-12-11,n/a,2 Zimmer,n/a,CHF 345 000.—,"Kappelenring 54A, 3032 Hinterkappelen, BE"
2022-12-11,n/a,"4,5 Zimmer",n/a,CHF 710 000.—,"Kappelenring 6, 3032 Hinterkappelen, BE"
2022-12-11,n/a,"4,5 Zimmer",125 m²,CHF 795 000.—,"Weekendweg 28c, 3646 Einigen, BE"
2022-12-11,n/a,"3,5 Zimmer",90 m²,CHF 700 000.—,"Via Canonico Ghiringhelli, 6500 Bellinzona, TI"
2022-12-11,n/a,"3,5 Zimmer",80 m²,CHF 550 000.—,"Strada ai Boschi 46, 6991 Neggio, TI"
2022-12-11,n/a,"6,5 Zimmer",171 m²,CHF 1 790 000.—,"1008 Jouxtens-Mézery, VD"
2022-12-11,n/a,"5,5 Zimmer",135 m²,CHF 825 000.—,"Möösli 28, 3298 Oberwil b. Büren, BE"
2022-12-11,n/a,"4,5 Zimmer",99 m²,CHF 680 000.—,"Via Truscio 5, 6616 Losone, TI"
2022-12-11,n/a,"6,5 Zimmer",125 m²,CHF 850 000.—,"Via delle Corporazioni 5, 6600 Locarno, TI"
2022-12-11,n/a,"4,5 Zimmer",120 m²,CHF 890 000.—,"Via Angelo Nessi 26, 6600 Locarno, TI"
2022-12-11,n/a,"5,5 Zimmer",180 m²,CHF 920 000.—,"Mühlegasse 10B, 4613 Rickenbach SO, SO"
2022-12-11,n/a,"4,5 Zimmer",102 m²,CHF 450 000.—,"Route du Caro 13, 1965 Savièse, VS"
2022-12-11,n/a,"4,5 Zimmer",n/a,CHF 255 000.—,"Allmendstrasse 82, 4497 Rünenberg, BL"
2022-12-11,n/a,"5,5 Zimmer",140 m²,CHF 950 000.—,"Bürkihof 4, 8965 Berikon, AG"
2022-12-11,n/a,"6,5 Zimmer",330 m²,CHF 1 350 000.—,"Bahnhofstrasse 4, 3507 Biglen, BE"
2022-12-11,n/a,"3,5 Zimmer",76 m²,CHF 1 290 000.—,"Inwilerriedstrasse 25, 6340 Baar, ZG"
2022-12-11,n/a,"5,5 Zimmer",140 m²,CHF 1 197 000.—,"Hintermühlenstrasse 5, 8409 Winterthur, ZH"
2022-12-11,n/a,"5,5 Zimmer",133 m²,CHF 1 490 000.—,"Gussstrasse 7, 8180 Bülach, ZH"
2022-12-11,n/a,"3,5 Zimmer",104 m²,CHF 540 000.—,"Kleegärtenweg 16, 3930 Visp, VS"
2022-12-11,n/a,"4,5 Zimmer",125 m²,CHF 1 220 000.—,"Mürtschenstrasse 24, 8730 Uznach, SG"
2022-12-11,n/a,"4,5 Zimmer",114 m²,CHF 649 885.—,"Im Schweizersbild 5, 8200 Schaffhausen, SH"
2022-12-11,n/a,"4,5 Zimmer",114 m²,CHF 659 850.—,"3960 Sierre, VS"
2022-12-11,n/a,"3,5 Zimmer",80 m²,CHF 375 000.—,"Route du Bas du Village 30, 1789 Lugnorre, FR"
2022-12-11,n/a,"3,5 Zimmer",79 m²,CHF 430 000.—,"Bürgstrasse 14b, 3700 Spiez, BE"
2022-12-11,n/a,"4,5 Zimmer",148 m²,CHF 765 000.—,"Haberkornweg 3, 3213 Liebistorf, FR"
2022-12-11,n/a,"3,5 Zimmer",120 m²,CHF 1 100 000.—,"Toggenburgerstrasse 22, 9500 Wil SG, SG"
2022-12-11,n/a,"5,5 Zimmer",251 m²,CHF 1 900 000.—,"Hauptgasse 33, 4600 Olten, SO"
2022-12-11,n/a,"5,5 Zimmer",225 m²,CHF 1 350 000.—,"Rue de Conthey 17, 1950 Sion, VS"
2022-12-11,n/a,"4,5 Zimmer",n/a,CHF 590 000.—,"Rue de la Dixence 17, 1950 Sion, VS"
2022-12-11,n/a,"4,5 Zimmer",103 m²,CHF 1 250 000.—,"Rue Cité-Derrière 3, 1005 Lausanne, VD"
2022-12-11,n/a,3 Zimmer,100 m²,CHF 1 060 000.—,"Brämabüelstrasse 1, 7270 Davos Platz, GR"
2022-12-11,n/a,"2,5 Zimmer",68 m²,CHF 590 000.—,"Rue de l'Epondaz 18, 1162 St-Prex, VD"
2022-12-11,n/a,"3,5 Zimmer",112 m²,CHF 1 090 000.—,"via San Gottardo 99, 6900 Massagno, TI"
2022-12-11,n/a,"5,5 Zimmer",197 m²,CHF 1 200 000.—,"Rue du Rhône 8E, 1907 Saxon, VS"
2022-12-11,n/a,"4,5 Zimmer",105 m²,CHF 490 000.—,"Sagiweg 10, 5737 Menziken, AG"
2022-12-11,n/a,"3,5 Zimmer",78 m²,CHF 390 000.—,"Sagiweg 10, 5737 Menziken, AG"
2022-12-11,n/a,"4,5 Zimmer",105 m²,CHF 525 000.—,"Sagiweg 10, 5737 Menziken, AG"
2022-12-11,n/a,"3,5 Zimmer",68 m²,CHF 1 150 000.—,"Rue Sainte-Beuve 6, 1005 Lausanne, VD"
2022-12-11,n/a,"5,5 Zimmer",131 m²,CHF 1 387 000.—,"Zielstrasse 4, 8400 Winterthur, ZH"
2022-12-11,n/a,"4,5 Zimmer",212 m²,CHF 2 300 000.—,"Laubisrütistrasse 55, 8712 Stäfa, ZH"
2022-12-11,n/a,"8,5 Zimmer",268 m²,CHF 3 785 000.—,"Gäuggeliweg 31, 7250 Klosters, GR"
2022-12-11,n/a,"3,5 Zimmer",130 m²,CHF 1 700 000.—,"Hallenrain 6, 4104 Oberwil BL, BL"
2022-12-11,n/a,"4,5 Zimmer",117 m²,CHF 920 000.—,"Vorderdorfstrasse 3B, 5242 Birr, AG"
2022-12-11,n/a,"3,5 Zimmer",110 m²,CHF 555 000.—,"Eulenweg 8, 9435 Heerbrugg, SG"
2022-12-11,n/a,"3,5 Zimmer",74 m²,CHF 465 000.—,"Neugasse 4, 4552 Derendingen, SO"
2022-12-11,n/a,"5,5 Zimmer",140 m²,CHF 998 000.—,"3902 Glis, VS"
2022-12-11,n/a,"7,5 Zimmer",338 m²,CHF 1 655 000.—,"Ischlag 1, 3303 Jegenstorf, BE"
2022-12-11,n/a,"4,5 Zimmer",110 m²,CHF 1 260 000.—,"3960 Sierre, VS"
2022-12-11,n/a,"4,5 Zimmer",95 m²,CHF 1 295 000.—,"1820 Montreux, VD"
2022-12-11,n/a,"4,5 Zimmer",118 m²,CHF 1 150 000.—,"Am Rebberg 1, 8535 Herdern, TG"
2022-12-11,n/a,"5,5 Zimmer",201 m²,CHF 1 710 000.—,"1820 Montreux, VD"
2022-12-11,n/a,"4,5 Zimmer",205 m²,CHF 1 325 000.—,"Storchenweg 1, 3, 5, 9, 11, 13, 15 / Bertschenacker 11, 13, 15, 4104 Oberwil BL, BL"
2022-12-11,n/a,"5,5 Zimmer",174 m²,CHF 1 325 000.—,"Storchenweg 1, 3, 5, 9, 11, 13, 15 / Bertschenacker 11, 13, 15, 4104 Oberwil BL, BL"
2022-12-11,n/a,"3,5 Zimmer",186 m²,CHF 1 268 000.—,"Storchenweg 1, 3, 5, 9, 11, 13, 15 / Bertschenacker 11, 13, 15, 4104 Oberwil BL, BL"
2022-12-11,n/a,"1,5 Zimmer",94 m²,CHF 750 000.—,"Storchenweg 1, 3, 5, 9, 11, 13, 15 / Bertschenacker 11, 13, 15, 4104 Oberwil BL, BL"
2022-12-11,n/a,"2,5 Zimmer",82 m²,CHF 725 000.—,"Storchenweg 1, 3, 5, 9, 11, 13, 15 / Bertschenacker 11, 13, 15, 4104 Oberwil BL, BL"
2022-12-11,n/a,"5,5 Zimmer",204 m²,CHF 2 500 000.—,"Geissensteinring 49, 6005 Luzern, LU"
2022-12-11,n/a,"4,5 Zimmer",110 m²,CHF 950 000.—,"6600 Muralto, TI"
2022-12-11,n/a,"4,5 Zimmer",125 m²,CHF 1 335 000.—,"7270 Davos Platz, GR"
2022-12-11,n/a,"4,5 Zimmer",77 m²,CHF 360 000.—,"1904 Vernayaz, VS"
2022-12-11,n/a,"4,5 Zimmer",n/a,CHF 535 000.—,"Wuermatt 4, 5082 Kaisten, AG"
2022-12-11,n/a,"5,5 Zimmer",117 m²,CHF 840 000.—,"Oberdorf 15, 6262 Langnau b. Reiden, LU"
2022-12-11,n/a,"3,5 Zimmer",80 m²,CHF 698 000.—,"1814 La Tour-de-Peilz, VD"
2022-12-11,n/a,"4,5 Zimmer",138 m²,CHF 890 000.—,"6982 Agno, TI"
2022-12-11,n/a,7 Zimmer,221 m²,CHF 1 795 000.—,"1630 Bulle, FR"
2022-12-11,n/a,"4,5 Zimmer",131 m²,CHF 865 000.—,"Gartenstrasse 37, 2503 Biel/Bienne, BE"
2022-12-11,n/a,"3,5 Zimmer",80 m²,CHF 590 000.—,"Summer Village 12, 6992 Vernate, TI"
2022-12-11,n/a,"2,5 Zimmer",95 m²,CHF 875 000.—,"6402 Merlischachen, SZ"
2022-12-11,n/a,"4,5 Zimmer",96 m²,CHF 490 000.—,"Schöneckstrasse 5, 8215 Hallau, SH"
2022-12-11,n/a,"2,5 Zimmer",65 m²,CHF 400 000.—,"Via Santa Maria 1, 6596 Gordola, TI"
2022-12-11,n/a,"3,5 Zimmer",107 m²,CHF 770 000.—,"Via R. Leoncavallo 50a, 6614 Brissago, TI"
2022-12-11,n/a,"5,5 Zimmer",135 m²,CHF 880 000.—,"Brunnenstrasse 11, 9404 Rorschacherberg, SG"
2022-12-11,n/a,"4,5 Zimmer",177 m²,CHF 1 590 000.—,"Wangenstrasse 2e, 8604 Volketswil, ZH"
2022-12-11,n/a,"3,5 Zimmer",107 m²,CHF 1 550 000.—,"1260 Nyon, VD"
