Datum,Wohnungsart,Zimmeranzahl,Wohnungsgrösse_m2,Verkaufspreis,Wohnungs_Adresse,Kanton,Latitude/Longitude,clean,Latitude,Longitude
2022-12-21,unbekannt,4.5,141,0,"Kleinfeldstrasse 4, 4652 Winznau, SO",SO,,clean,47.363082649999996,7.932178816886077
2022-12-21,unbekannt,1.0,31,0,"Fischermätteliweg 12, 3400 Burgdorf, BE",BE,,clean,47.04842785,7.639660439869457
2022-12-21,Neubau,2.5,68,0,"Mühlestrasse 32, 3362 Niederönz, BE",BE,,clean,47.18909975,7.6918248500000015
2022-12-21,Neubau,4.5,120,0,"Allmend 3, 3504 Oberhünigen, BE",BE,,clean,unbekant,unbekannt
2022-12-21,unbekannt,4.5,101,0,"Dorfstrasse 23, 3473 Alchenstorf, BE",BE,,clean,47.125589399999996,7.635179450000001
2022-12-21,unbekannt,3.5,69,0,"Av. de la Rochelle 39, 1008 Prilly, VD",VD,,clean,46.5341535,6.601174784406214
2022-12-21,unbekannt,4.5,97,0,"Av. de la Rochelle 39, 1008 Prilly, VD",VD,,clean,46.5341535,6.601174784406214
2022-12-21,unbekannt,3.5,71,0,"Langsamstigstrasse 7, 5600 Lenzburg, AG",AG,,clean,47.390310400000004,8.160651300000001
2022-12-21,unbekannt,4.5,193,0,"Bachserstrasse 17, 8162 Steinmaur, ZH",ZH,,clean,47.5041831,8.4545216
2022-12-21,unbekannt,2.5,60,0,"Wasgenring 92, 4055 Basel, BS",BS,,clean,47.5601721,7.5643207
2022-12-21,unbekannt,5.5,135,0,"Geriwil 24, 1715 Alterswil FR, FR",FR,,clean,46.7925172,7.2664888
2022-12-21,unbekannt,2.5,51,0,"Büchelstrasse 3, 9443 Widnau, SG",SG,,clean,47.4017709,9.6375878
2022-12-21,unbekannt,4.5,174,0,"Klusweg 1, 7250 Klosters, GR",GR,,clean,46.8789367,9.880220431628327
2022-12-21,unbekannt,3.5,88,0,"Promenade 95, 7270 Davos Platz, GR",GR,,clean,46.8014794,9.8299586
2022-12-21,unbekannt,2.5,70,0,"Chemin de la coula 50, 1618 Châtel-St-Denis, FR",FR,,clean,unbekant,unbekannt
2022-12-21,unbekannt,4.5,105,0,"Ober-Kuonimattweg 22, 6010 Kriens, LU",LU,,clean,47.0231838,8.30017625
2022-12-21,unbekannt,5.5,171,0,"Route du Pont Rouge, 1870 Monthey, VS",VS,,clean,unbekant,unbekannt
2022-12-21,unbekannt,3.5,132,0,"Route du Pont Rouge, 1870 Monthey, VS",VS,,clean,unbekant,unbekannt
2022-12-21,unbekannt,1.5,37,0,"Avenue des Alpes 15, 3960 Sierre, VS",VS,,clean,46.2929914,7.5285819
2022-12-21,unbekannt,4.5,143,0,"Eigerweg 26, 4912 Aarwangen, BE",BE,,clean,47.23958385,7.778223187321026
2022-12-21,unbekannt,3.0,69,0,"Via Industria 6B, 6900 Lugano, TI",TI,,clean,46.022265,8.9649715
2022-12-21,unbekannt,5.5,155,0,"Rue des Champs 11, 2300 La Chaux-de-Fonds, NE",NE,,clean,47.092258150000006,6.821555003790538
2022-12-21,unbekannt,3.5,0,0,"Chemin de la Fauvette 24, 1012 Lausanne, VD",VD,,clean,46.52628595,6.655329699999996
2022-12-21,unbekannt,5.5,174,0,"Eschering 14, 6300 Zug, ZG",ZG,,clean,unbekant,unbekannt
2022-12-21,unbekannt,4.5,144,0,"Höhenweg 24, 5035 Unterentfelden, AG",AG,,clean,47.3738488,8.042029120152499
2022-12-21,unbekannt,5.0,120,0,"chemin du Daru 37, 1228 Plan-les-Ouates, GE",GE,,clean,46.1640973,6.113534132652688
2022-12-21,unbekannt,4.5,163,0,"9037 Speicherschwendi, AR",AR,,clean,47.42549,9.4378023
2022-12-21,unbekannt,5.5,175,0,"8560 Märstetten, TG",TG,,clean,47.58779882980133,9.06494132847682
2022-12-21,unbekannt,5.5,106,0,"Viale alle Cantine 4, 6850 Mendrisio, TI",TI,,clean,45.8809827,8.9857911
2022-12-21,unbekannt,3.5,96,0,"Wahlackerstrasse 3, 3052 Zollikofen, BE",BE,,clean,46.992900750000004,7.455799591642751
2022-12-21,unbekannt,4.5,166,0,"Domleschgerstrasse, 7411 Sils im Domleschg, GR",GR,,clean,46.7050864,9.4557243
2022-12-21,unbekannt,3.5,121,0,"Via Giuseppe Cattori 7, 6600 Locarno, TI",TI,,clean,46.1674069,8.8001857
2022-12-21,unbekannt,4.5,130,0,"Rue Ste-Marguerite 5, 1950 Sion, VS",VS,,clean,46.2306512,7.3646224
2022-12-21,unbekannt,6.5,275,0,"3963 Crans-Montana, VS",VS,,clean,46.30872290202726,7.480706208493534
2022-12-21,unbekannt,5.5,186,0,"Fahrwangenstrasse 3, 6287 Aesch LU, LU",LU,,clean,47.2603225,8.242082
2022-12-21,unbekannt,5.5,155,0,"Rue des Champs 11, 2300 La Chaux-de-Fonds, NE",NE,,clean,47.092258150000006,6.821555003790538
2022-12-21,unbekannt,5.5,150,0,"Grabackerstrasse 23, 8722 Kaltbrunn, SG",SG,,clean,47.215393899999995,9.010150452827416
2022-12-21,unbekannt,4.5,88,0,"Rankwog 2, 4632 Trimbach, SO",SO,,clean,47.3691356,7.9139764260961805
2022-12-21,unbekannt,5.5,140,0,"Tuchmacherstrasse 76, 8041 Zürich, ZH",ZH,,clean,47.337567199999995,8.520438141140776
2022-12-21,unbekannt,3.5,97,0,"Alice Vogt-Strasse 11, 4226 Breitenbach, SO",SO,,clean,47.406766399999995,7.5460333401201
2022-12-21,unbekannt,4.5,100,0,"Schulstrasse 303, 5326 Schwaderloch, AG",AG,,clean,47.5860332,8.1416985
2022-12-21,unbekannt,178.0,0,0,"Ferrajoz-Millière, 1052 Le Mont-sur-Lausanne, VD",VD,,clean,unbekant,unbekannt
2022-12-21,unbekannt,4.5,114,0,"Sportstrasse 8/8a, 9200 Gossau SG, SG",SG,,clean,47.4110593,9.2538214
2022-12-21,unbekannt,6.0,180,0,"Route du Château d'Affry, 1762 Givisiez, FR",FR,,clean,46.811964,7.1285702
2022-12-21,unbekannt,3.5,105,0,"Route de Sion 30B, 1974 Arbaz, VS",VS,,clean,46.2714302,7.3818575
2022-12-21,unbekannt,4.5,108,0,"Landstrasse 111, 5415 Nussbaumen AG, AG",AG,,clean,47.48793045,8.287499563838981
2022-12-21,unbekannt,3.5,79,0,"Bifang 8, 8757 Filzbach, GL",GL,,clean,47.12046495,9.12272520567488
2022-12-21,unbekannt,3.0,70,0,"Route de Verbier Station, 1936 Verbier, VS",VS,,clean,46.096268,7.225505
2022-12-21,unbekannt,4.5,106,0,"3714 Wengi b. Frutigen, BE",BE,,clean,46.6075805,7.6619026
2022-12-21,unbekannt,3.5,95,0,"Hasenbergstrasse 2, 8953 Dietikon, ZH",ZH,,clean,47.40117385,8.396970503786946
2022-12-21,unbekannt,3.5,94,0,"Agges, 1635 La Tour-de-Trême, FR",FR,,clean,46.6127263,7.0479746
2022-12-21,unbekannt,4.5,110,0,"Hintere Schachenstrasse 43, 5013 Niedergösgen, SO",SO,,clean,47.3772485,7.997117330125231
2022-12-21,unbekannt,5.0,140,0,"Route de la Moubra, 21, 3963 Crans-Montana, VS",VS,,clean,46.3083691,7.481286
2022-12-21,unbekannt,4.5,110,0,"5242 Lupfig, AG",AG,,clean,47.43862111748252,8.202797886013986
2022-12-21,unbekannt,4.5,106,0,"Bielstrasse 17, 3252 Worben, BE",BE,,clean,47.1047918,7.2957314580058235
2022-12-21,unbekannt,5.0,401,0,"Haldenstrasse 57, 6006 Luzern, LU",LU,,clean,47.0558144,8.3239464
2022-12-21,unbekannt,4.5,121,0,"Flugbrunnenstrasse 20A, 3000 Bern, BE",BE,,clean,46.9744301,7.5019696
2022-12-21,unbekannt,3.5,101,0,"Breitestrasse 47, 4132 Muttenz, BL",BL,,clean,47.524304,7.6554101
2022-12-21,Neubau,5.5,175,0,"Druckerstutz 17, 3436 Zollbrück, BE",BE,,clean,46.975704,7.7445839
2022-12-21,unbekannt,5.5,130,0,"Geschinaweg 23, 3900 Brig, VS",VS,,clean,46.3116957,7.9935533
2022-12-21,unbekannt,4.5,112,0,"Oberdorfstrasse 1, 9506 Lommis, TG",TG,,clean,47.5169668,8.996701191511935
2022-12-21,unbekannt,4.0,132,0,"Chemin de l'Argilière, 1234 Vessy, GE",GE,,clean,46.1750384,6.1551643
2022-12-21,unbekannt,0.0,0,0,"45.848554, 9.013788, 6834 Morbio Inferiore, TI",TI,,clean,45.8530469,9.016289
2022-12-21,unbekannt,5.5,160,0,"3900 Brig, VS",VS,,clean,46.31685472825112,7.9934964327354265
2022-12-21,unbekannt,3.5,88,0,"Postgässli 12, 8345 Adetswil, ZH",ZH,,clean,47.33998675,8.841040396263743
2022-12-21,unbekannt,2.5,56,0,"Rue des Comtes 1, 1680 Romont FR, FR",FR,,clean,46.69238385,6.9131096030234325
2022-12-21,unbekannt,4.5,110,0,"Route de Bettens 27, 1306 Daillens, VD",VD,,clean,46.622851499999996,6.553552336519884
2022-12-21,unbekannt,4.5,168,0,"Raintrasse 16, 8134 Adliswil, ZH",ZH,,clean,unbekant,unbekannt
2022-12-21,unbekannt,3.5,90,0,"Jurastrasse 8, 5442 Fislisbach, AG",AG,,clean,47.4398444,8.291227751423207
2022-12-21,unbekannt,5.0,135,0,"Schüssemattstrasse 2, 5736 Burg AG, AG",AG,,clean,unbekant,unbekannt
2022-12-21,unbekannt,4.5,108,0,"Kilchmattstrasse, 18, 4132 Muttenz, BL",BL,,clean,47.5262208,7.6597055
2022-12-21,unbekannt,4.5,112,0,"Säntisstrasse 29, 8580 Amriswil, TG",TG,,clean,47.54739295,9.307448749999999
2022-12-21,unbekannt,5.5,169,0,"Säntisstrasse 29, 8580 Amriswil, TG",TG,,clean,47.54739295,9.307448749999999
2022-12-21,unbekannt,3.5,92,0,"Avenue du Prieuré 21, 1009 Pully, VD",VD,,clean,46.5106748,6.6618488
2022-12-21,unbekannt,4.5,122,0,"1400 Yverdon-les-Bains, VD",VD,,clean,46.77837508881694,6.643168887148194
2022-12-21,unbekannt,5.5,120,0,"Ch.arche 19 a, 1870 Monthey, VS",VS,,clean,46.258133,6.9560364
2022-12-21,unbekannt,4.5,140,0,"6047 Kastanienbaum, LU",LU,,clean,47.0130792,8.33487
2022-12-21,unbekannt,3.5,98,0,"Via Gerso, 6900 Lugano, TI",TI,,clean,46.0107843,8.9499463
2022-12-21,unbekannt,2.5,72,0,"Via Gerso, 6900 Lugano, TI",TI,,clean,46.0107843,8.9499463
2022-12-21,unbekannt,4.5,123,0,"Luzernerstrasse 50, 4800 Zofingen, AG",AG,,clean,47.286303,7.9471292
2022-12-21,unbekannt,4.0,103,0,"1228 Plan-les-Ouates, GE",GE,,clean,46.166788641860464,6.113625646511628
2022-12-21,unbekannt,4.5,187,0,"Ritomgasse 14, 6490 Andermatt, UR",UR,,clean,46.6395878,8.5899707
2022-12-21,unbekannt,6.5,155,0,"Giacomettistrasse 16, 3006 Bern, BE",BE,,clean,46.9449698,7.4736897
2022-12-21,unbekannt,4.5,120,0,"Bachwegen 23, 8739 Rieden SG, SG",SG,,clean,47.2222386,9.04744548072848
2022-12-21,unbekannt,5.5,132,0,"Nieschbergstrasse 35, 9100 Herisau, AR",AR,,clean,47.3732244,9.2788711
2022-12-21,unbekannt,2.5,51,0,"Leimenstrasse 21, 4051 Basel, BS",BS,,clean,47.5544158,7.583022
2022-12-21,unbekannt,1.5,38,0,"Rue de Morat 59, 1700 Fribourg, FR",FR,,clean,46.8076207,7.1595477
2022-12-21,unbekannt,4.5,113,0,"Cheerstrasse 13b, 6014 Luzern, LU",LU,,clean,47.0520887,8.256611383255034
2022-12-21,unbekannt,4.5,73,0,"Bellikerstrasse 16, 8964 Rudolfstetten, AG",AG,,clean,47.36386545,8.36689775
2022-12-21,unbekannt,4.5,143,0,"Rietgrabenstrasse 60B, 8152 Opfikon, ZH",ZH,,clean,47.4285902,8.5759794
2022-12-21,unbekannt,4.5,96,0,"Route de Verbier 68, 1934 Le Châble VS, VS",VS,,clean,46.0811454,7.2131862
2022-12-21,unbekannt,1.0,25,0,"Route des Mayens, 3963 Crans-Montana, VS",VS,,clean,46.337513,7.5358054
2022-12-21,unbekannt,3.5,117,0,"Rebmattweg 1, 5234 Villigen, AG",AG,,clean,47.5289252,8.2147832
2022-12-21,unbekannt,4.5,131,0,"Rebmattweg 1, 5234 Villigen, AG",AG,,clean,47.5289252,8.2147832
2022-12-21,unbekannt,4.5,120,0,"Avenue du Château, 1008 Prilly, VD",VD,,clean,46.5429539,6.600924
2022-12-21,unbekannt,4.5,144,0,"Volkshausstrasse 21B, 9630 Wattwil, SG",SG,,clean,47.3006309,9.088043572989234
2022-12-21,unbekannt,7.0,160,0,"1233 Bernex, GE",GE,,clean,46.17624609268293,6.078136917073171
2022-12-21,unbekannt,0.0,0,0,"Hanfgarten 3, 5415 Nussbaumen AG, AG",AG,,clean,47.4863014,8.2934519
2022-12-21,unbekannt,4.5,120,0,"Viale Monte Verità 27C, 6612 Ascona, TI",TI,,clean,46.15908725,8.771068599999998
2022-12-21,unbekannt,4.5,128,0,"Grenzstrasse 4, 2558 Aegerten, BE",BE,,clean,47.1190997,7.2927793
2022-12-21,unbekannt,3.5,92,0,"Grenzstrasse 4, 2558 Aegerten, BE",BE,,clean,47.1190997,7.2927793
2022-12-21,unbekannt,3.5,80,0,"Pintenweg, 6146 Grossdietwil, LU",LU,,clean,unbekant,unbekannt
2022-12-21,unbekannt,4.5,143,0,"8400 Winterthur, ZH",ZH,,clean,47.50009493557471,8.727578378390804
2022-12-21,unbekannt,3.5,108,0,"Oberdorf 9, 6166 Hasle LU, LU",LU,,clean,46.9805541,8.055228453652969
2022-12-21,unbekannt,4.0,130,0,"Via Tinus, 7500 St. Moritz, GR",GR,,clean,46.499646,9.8379025
2022-12-21,unbekannt,4.5,126,0,"Wolfwilerstrasse 31, 4623 Neuendorf, SO",SO,,clean,47.2998368,7.7891284
2022-12-21,unbekannt,3.5,110,0,"1865 Les Diablerets, VD",VD,,clean,46.3511021,7.1566435
2022-12-21,unbekannt,4.5,135,0,"Muttenstrasse 33, 5712 Beinwil am See, AG",AG,,clean,47.2682641,8.2074999
2022-12-21,unbekannt,0.0,0,0,"Schmiedgasse 5, 6182 Escholzmatt, LU",LU,,clean,46.9141953,7.933224303022385
2022-12-21,Neubau,5.5,130,0,"1820 Montreux, VD",VD,,clean,46.4311352006689,6.915873086287625
2022-12-21,unbekannt,4.5,100,0,"undere Waldmattenstrasse 8, 3778 Schönried, BE",BE,,clean,46.503652599999995,7.296039366743953
2022-12-21,unbekannt,4.5,166,0,"Domleschgerstrasse, 7411 Sils im Domleschg, GR",GR,,clean,46.7050864,9.4557243
2022-12-21,unbekannt,4.5,166,0,"Domleschgerstrasse, 7411 Sils im Domleschg, GR",GR,,clean,46.7050864,9.4557243
2022-12-21,unbekannt,5.5,160,0,"Sonnenrain 9B, 6102 Malters, LU",LU,,clean,unbekant,unbekannt
2022-12-21,Neubauprojekt,2.5,66,0,"Vielmattstrasse, 3512 Walkringen, BE",BE,,clean,46.9436329,7.6171894
2022-12-21,Neubauprojekt,2.5,66,0,"Vielmattstrasse, 3512 Walkringen, BE",BE,,clean,46.9436329,7.6171894
2022-12-21,Neubauprojekt,4.5,108,0,"Vielmattstrasse, 3512 Walkringen, BE",BE,,clean,46.9436329,7.6171894
2022-12-21,Neubauprojekt,4.5,107,0,"Vielmattstrasse, 3512 Walkringen, BE",BE,,clean,46.9436329,7.6171894
2022-12-21,Neubauprojekt,4.5,107,0,"Kanalstrasse 26 b, 8575 Bürglen TG, TG",TG,,clean,47.5445109,9.158089
2022-12-21,unbekannt,4.5,92,0,"Hofackerstrasse 4, 5073 Gipf-Oberfrick, AG",AG,,clean,47.492724100000004,7.996494546465112
2022-12-21,unbekannt,4.5,133,0,"4417 Ziefen, BL",BL,,clean,47.428478288461534,7.7003406865384605
2022-12-21,unbekannt,3.5,96,0,"Gerenstrasse 14, 8712 Stäfa, ZH",ZH,,clean,47.24080615,8.71782460457352
2022-12-21,unbekannt,4.0,96,0,"Stössen 828, 3154 Rüschegg Heubach, BE",BE,,clean,46.78081315,7.410480623769702
2022-12-21,unbekannt,8.0,324,0,"Via Campagnola, 6852 Genestrerio, TI",TI,,clean,45.8548069,8.9605784
2022-12-21,unbekannt,3.0,85,0,"via merlina, 6900 Lugano, TI",TI,,clean,46.0127645,8.9630287
2022-12-21,unbekannt,5.5,153,0,"Kirchfeld, 6162 Entlebuch, LU",LU,,clean,46.9901976,8.0642535
2022-12-21,unbekannt,4.5,85,0,"Chemin de Champavoi 2, 1941 Vollèges, VS",VS,,clean,46.0851993,7.167184
2022-12-21,unbekannt,3.5,71,0,"Schwabstrasse 80, 3018 Bern, BE",BE,,clean,46.942671,7.3964861
2022-12-21,unbekannt,3.5,94,0,"7460 Savognin, GR",GR,,clean,46.5956436,9.6008687
2022-12-21,unbekannt,3.5,110,0,"Sentiero Mozzana 1, 6614 Brissago, TI",TI,,clean,46.1233983,8.7125297
2022-12-21,unbekannt,4.5,111,0,"Rebbergstrasse 17D, 5610 Wohlen AG, AG",AG,,clean,47.35642995,8.279388986652286
2022-12-21,unbekannt,0.0,0,0,"Chemin de la Farette 4, 1232 Confignon, GE",GE,,clean,46.17243475,6.07860045
2022-12-21,unbekannt,4.0,110,0,"Zenhäusernstrasse 1, 3902 Glis, VS",VS,,clean,46.3104497,7.9900413
2022-12-21,unbekannt,4.5,93,0,"Grossenstein 3, 3662 Seftigen, BE",BE,,clean,46.789083149999996,7.536216341898537
2022-12-21,unbekannt,4.5,106,0,"Avenue Pierre-de-Savoie 49A, 1400 Yverdon-les-Bains, VD",VD,,clean,46.7686276,6.6388522333333295
2022-12-21,unbekannt,4.5,144,0,"Gygerweg 36, 3700 Spiez, BE",BE,,clean,46.68490865,7.66584910512437
2022-12-21,unbekannt,3.5,96,0,"Via Serafino Balestra 13 a, 6600 Locarno, TI",TI,,clean,46.1609969,8.7988085
2022-12-21,unbekannt,4.5,110,0,"Mühliacherweg 14, 5105 Auenstein, AG",AG,,clean,47.4155124,8.143479399767045
2022-12-21,unbekannt,4.5,120,0,"Avenue du Château, 1008 Prilly, VD",VD,,clean,46.5429539,6.600924
2022-12-21,Neubau,4.5,172,0,"Ringstrasse 1, 3362 Niederönz, BE",BE,,clean,47.1884181,7.6970034
2022-12-21,unbekannt,6.5,268,0,"Via Gerso, 6900 Lugano, TI",TI,,clean,46.0107843,8.9499463
2022-12-21,unbekannt,4.5,250,0,"Lungo lago Motta, 6815 Melide, TI",TI,,clean,unbekant,unbekannt
2022-12-21,unbekannt,4.5,144,0,"Stockmattweg 7, 3296 Arch, BE",BE,,clean,47.1621749,7.4257341
2022-12-21,unbekannt,4.5,180,0,"Mülibüüne 8, 3422 Kirchberg BE, BE",BE,,clean,47.09211225,7.5763607
2022-12-21,Neubau,5.5,175,0,"Haldenstrasse 30, 9548 Matzingen, TG",TG,,clean,47.52650375,8.927410799999995
2022-12-21,unbekannt,4.5,110,0,"Hostet 7, 4558 Heinrichswil, SO",SO,,clean,47.157590150000004,7.633804496545938
2022-12-21,Neubau,5.5,180,0,"Fürstenlandstrasse 69, 9500 Wil SG, SG",SG,,clean,47.465272999999996,9.06389165
2022-12-21,Neubau,3.5,153,0,"Ringstrasse 5, 3362 Niederönz, BE",BE,,clean,47.1884181,7.6970034
2022-12-21,Neubau,5.5,113,0,"Rossweid 3, 5619 Büttikon AG, AG",AG,,clean,47.3294629,8.2743024
2022-12-21,Neubau,4.5,139,0,"Via Portiora, 15, 6500 Bellinzona, TI",TI,,clean,46.2141862,9.0317081
2022-12-21,unbekannt,4.5,96,0,"Zuberweg 12, 3608 Thun, BE",BE,,clean,46.740167,7.597592465883949
2022-12-21,unbekannt,4.5,119,0,"Möslistrasse 12, 4532 Feldbrunnen, SO",SO,,clean,47.220236,7.5541178
2022-12-21,unbekannt,3.5,84,0,"Kornhausgasse 9, 3400 Burgdorf, BE",BE,,clean,47.05795005,7.626806499999994
2022-12-21,Neubau,4.5,92,0,"Vordergasse 8, 3858 Hofstetten b. Brienz, BE",BE,,clean,unbekant,unbekannt
2022-12-21,Neubau,4.5,78,0,"Vordergasse 6, 3858 Hofstetten b. Brienz, BE",BE,,clean,unbekant,unbekannt
2022-12-21,Neubau,4.5,92,0,"Vordergasse 8, 3858 Hofstetten b. Brienz, BE",BE,,clean,unbekant,unbekannt
2022-12-21,Neubau,4.5,92,0,"Vordergasse 8, 3858 Hofstetten b. Brienz, BE",BE,,clean,unbekant,unbekannt
2022-12-21,unbekannt,5.5,131,0,"Zielstrasse 4, 8400 Winterthur, ZH",ZH,,clean,47.5098853,8.719323198035799
2022-12-21,unbekannt,3.5,67,0,"Bahnhofstrasse 13, 8887 Mels, SG",SG,,clean,47.0504006,9.4193483
2022-12-21,unbekannt,8.5,246,0,"Therwilerstrasse 29, 4104 Oberwil BL, BL",BL,,clean,47.5122006,7.56235120109819
2022-12-21,unbekannt,2.5,68,0,"Scheibenstrasse 15, 3600 Thun, BE",BE,,clean,46.7606797,7.622733314723149
2022-12-21,unbekannt,3.5,132,0,"Untere Grundgasse 7, 9500 Wil SG, SG",SG,,clean,47.4717888,9.0573761
2022-12-21,unbekannt,4.5,150,0,"Untere Grundgasse 7, 9500 Wil SG, SG",SG,,clean,47.4717888,9.0573761
2022-12-21,unbekannt,3.5,116,0,"Grundweg 11, 9500 Wil SG, SG",SG,,clean,47.47243515,9.056847600000001
2022-12-21,Neubau,3.5,78,0,"Vordergasse 6, 3858 Hofstetten b. Brienz, BE",BE,,clean,unbekant,unbekannt
2022-12-21,unbekannt,3.5,86,0,"1993 Veysonnaz, VS",VS,,clean,46.1955082,7.3363267
2022-12-21,unbekannt,4.5,108,0,"Haldensteig 19, 8708 Männedorf, ZH",ZH,,clean,47.25696625,8.70206654252922
2022-12-21,Neubau,4.5,115,0,"Hauptstrasse 64, 8269 Fruthwilen, TG",TG,,clean,47.659552399999995,9.06530687106918
2022-12-21,unbekannt,4.5,119,0,"Simmenfluhstrasse 2, 3752 Wimmis, BE",BE,,clean,46.6747915,7.635902250000004
2022-12-21,unbekannt,4.5,126,0,"Feldgass 7, 9478 Azmoos, SG",SG,,clean,47.0798233,9.478570430697154
2022-12-21,unbekannt,3.5,150,0,"Via Verbano 9, 6648 Minusio, TI",TI,,clean,46.1744232,8.81951
2022-12-21,unbekannt,3.5,155,0,"Via alla Rocca 2, 6600 Locarno, TI",TI,,clean,46.1704444,8.78243807717817
2022-12-21,unbekannt,4.5,160,0,"Blumenhalde 9, 6010 Kriens, LU",LU,,clean,47.036861349999995,8.27131779940029
2022-12-21,unbekannt,3.5,71,0,"Eschenweg 2, 6207 Nottwil, LU",LU,,clean,47.136634,8.137744576301344
2022-12-21,unbekannt,3.5,160,0,"Untere Grundgasse 7, 9500 Wil SG, SG",SG,,clean,47.4717888,9.0573761
2022-12-21,unbekannt,4.5,175,0,"Untere Grundgasse 9, 9500 Wil SG, SG",SG,,clean,47.4717888,9.0573761
2022-12-21,unbekannt,5.5,173,0,"Untere Grundgasse 8, 9500 Wil SG, SG",SG,,clean,47.4717888,9.0573761
2022-12-21,unbekannt,4.5,155,0,"Untere Grundgasse 9, 9500 Wil SG, SG",SG,,clean,47.4717888,9.0573761
2022-12-21,unbekannt,4.5,180,0,"Untere Grundgasse 8, 9500 Wil SG, SG",SG,,clean,47.4717888,9.0573761
2022-12-21,unbekannt,4.5,130,0,"Schulstrasse 3B, 3296 Arch, BE",BE,,clean,47.1654583,7.42865795
2022-12-21,unbekannt,5.5,212,0,"1950 Sion, VS",VS,,clean,46.230390014467496,7.357020468105118
2022-12-21,unbekannt,5.5,140,0,"Hintermühlenstrasse 5, 8409 Winterthur, ZH",ZH,,clean,47.50407235,8.774174958192887
2022-12-21,unbekannt,3.5,112,0,"Allewindestrasse 4, 5436 Würenlos, AG",AG,,clean,47.4390863,8.3676896
2022-12-21,unbekannt,4.5,112,0,"Parkallee 2, 8952 Schlieren, ZH",ZH,,clean,47.3984083,8.438617740415463
2022-12-21,unbekannt,2.0,95,0,"Via delle Scuole 13, 6900 Paradiso, TI",TI,,clean,45.9905379,8.9465875
2022-12-21,unbekannt,1.0,53,0,"Via Marco da Carona 9, 6900 Lugano, TI",TI,,clean,46.0126146,8.9584622
2022-12-21,unbekannt,3.5,140,0,"Niederstad 20, 6053 Alpnachstad, OW",OW,,clean,46.9635231,8.2913785
2022-12-21,unbekannt,4.5,110,0,"1997 Haute-Nendaz, VS",VS,,clean,46.1839428,7.2953573
2022-12-21,unbekannt,4.5,123,0,"1950 Sion, VS",VS,,clean,46.230390014467496,7.357020468105118
2022-12-21,unbekannt,3.5,81,0,"Allmendingenstrasse 61, 3608 Thun, BE",BE,,clean,46.7439436,7.5964785
2022-12-21,unbekannt,6.5,160,0,"Egelbergstrasse 17, 3006 Bern, BE",BE,,clean,46.9457698,7.4646162
2022-12-21,unbekannt,4.5,123,0,"Benziwilstrasse 2, 6020 Emmenbrücke, LU",LU,,clean,47.08685185,8.2761398975
2022-12-21,unbekannt,6.0,132,0,"Brüggmatteweg 1A, 3714 Frutigen, BE",BE,,clean,46.5835737,7.656915279452055
2022-12-21,unbekannt,4.5,170,0,"Via Orselina 4, 6600 Muralto, TI",TI,,clean,46.1774723,8.8058361
2022-12-21,unbekannt,7.5,220,0,"Chemin des Crêtes 41, 1997 Haute-Nendaz, VS",VS,,clean,46.1832614,7.2906602
2022-12-21,unbekannt,4.5,123,0,"Sonnenrain 6, 6207 Nottwil, LU",LU,,clean,47.1376856,8.12909843613769
2022-12-21,unbekannt,4.5,120,0,"Ringstrasse 1, 5413 Birmenstorf AG, AG",AG,,clean,47.4596762,8.2547085
2022-12-21,unbekannt,5.5,153,0,"3930 Visp, VS",VS,,clean,46.29466820860215,7.882711887096774
2022-12-21,unbekannt,8.0,234,0,"Via Bertaro Lambertenghi 2, 6900 Lugano, TI",TI,,clean,46.0087105,8.9575497
2022-12-21,unbekannt,3.5,83,0,"Seevorstadt 44, 2502 Biel/Bienne, BE",BE,,clean,47.1397537,7.2428862
2022-12-21,unbekannt,4.5,153,0,"Rue des Peupliers 16, 1400 Yverdon-les-Bains, VD",VD,,clean,46.7867229,6.636038031098708
2022-12-21,unbekannt,5.0,160,0,"Via al Nido 7, 6900 Lugano, TI",TI,,clean,46.0067108,8.9426749
2022-12-21,unbekannt,5.0,160,0,"Via al Nido 7, 6900 Lugano, TI",TI,,clean,46.0067108,8.9426749
2022-12-21,unbekannt,4.5,127,0,"Route du Coin-du-Cârro 23, 3972 Miège, VS",VS,,clean,unbekant,unbekannt
2022-12-21,Neubau,4.5,92,0,"Vordergasse 8, 3858 Hofstetten b. Brienz, BE",BE,,clean,unbekant,unbekannt
2022-12-21,Neubau,3.5,78,0,"Vordergasse 6, 3858 Hofstetten b. Brienz, BE",BE,,clean,unbekant,unbekannt
2022-12-21,Neubau,3.5,78,0,"Vordergasse 6, 3858 Hofstetten b. Brienz, BE",BE,,clean,unbekant,unbekannt
2022-12-21,New building,3.5,78,0,"Vordergasse 6, 3858 Hofstetten b. Brienz, BE",BE,,clean,unbekant,unbekannt
2022-12-21,New building,4.5,92,0,"Vordergasse 8, 3858 Hofstetten b. Brienz, BE",BE,,clean,unbekant,unbekannt
2022-12-21,unbekannt,4.5,164,0,"Rebhaldenstrasse 26, 8596 Scherzingen, TG",TG,,clean,47.633499900000004,9.222942000000003
2022-12-21,unbekannt,4.5,124,0,"Eichhölzlistrasse 56, 8192 Glattfelden, ZH",ZH,,clean,47.5554852,8.5065999
2022-12-21,unbekannt,8.0,185,0,"1996 Basse-Nendaz, VS",VS,,clean,46.1925677,7.3120754
